==============================================================================
전략 고정번호 적중 목록 — 21~1235회 (맞은 것만)
==============================================================================
각 회차 직전 20회 데이터로 고정번호 후보를 재현하고, 그 회차 실제 당첨번호와 대조
🎲합계정밀·🤫분배회피는 고정번호가 없는 전략이라 대상에서 제외

    회차 |     날짜     |     맞은 번호 | 그 번호를 집은 전략
   774 | 2017-09-30 |        42 | 🔄휴식회귀
   773 | 2017-09-23 |        21 | 🔁이월수
   773 | 2017-09-23 |        35 | ✨최약끝수
   772 | 2017-09-16 |         5 | ✨최약끝수
   772 | 2017-09-16 |         6 | 🔁이월수
   772 | 2017-09-16 |        21 | 🔁이월수
   770 | 2017-09-02 |        23 | 🚀미출현폭탄
   770 | 2017-09-02 |        43 | 🔄휴식회귀
   769 | 2017-08-26 |         5 | ✨최약끝수
   769 | 2017-08-26 |         7 | 🔁이월수
   769 | 2017-08-26 |        16 | 🔄휴식회귀
   769 | 2017-08-26 |        45 | ✨최약끝수
   768 | 2017-08-19 |        38 | 🚀미출현폭탄
   767 | 2017-08-12 |         5 | ✨최약끝수
   767 | 2017-08-12 |        15 | 🎯보너스추적, ✨최약끝수
   767 | 2017-08-12 |        34 | 🔁이월수
   766 | 2017-08-05 |        35 | 🚀미출현폭탄, ✨최약끝수
   764 | 2017-07-22 |        34 | 🔁이월수
   763 | 2017-07-15 |         3 | 🔁이월수
   763 | 2017-07-15 |        16 | 🎯보너스추적
   762 | 2017-07-08 |         3 | 🔄휴식회귀
   762 | 2017-07-08 |        12 | 🎯보너스추적
   761 | 2017-07-01 |        24 | 🎯보너스추적
   761 | 2017-07-01 |        42 | 🔁이월수
   761 | 2017-07-01 |        45 | ✨최약끝수
   760 | 2017-06-24 |        42 | 🔁이월수
   760 | 2017-06-24 |        43 | 🔁이월수
   759 | 2017-06-17 |         9 | 🔁이월수
   759 | 2017-06-17 |        43 | 🔁이월수
   758 | 2017-06-10 |         5 | ✨최약끝수
   758 | 2017-06-10 |        12 | 🔄휴식회귀
   758 | 2017-06-10 |        39 | 🚀미출현폭탄
   757 | 2017-06-03 |         6 | 🚀미출현폭탄
   757 | 2017-06-03 |        11 | 🚀미출현폭탄
   756 | 2017-05-27 |        10 | ✨최약끝수
   756 | 2017-05-27 |        14 | 🔁이월수
   756 | 2017-05-27 |        28 | 🔁이월수
   755 | 2017-05-20 |        26 | ✨최약끝수
   755 | 2017-05-20 |        30 | 🚀미출현폭탄
   755 | 2017-05-20 |        36 | ✨최약끝수
   754 | 2017-05-13 |         2 | 🔁이월수
   754 | 2017-05-13 |        17 | 🎯보너스추적, 🔁이월수
   754 | 2017-05-13 |        24 | 🔁이월수
   753 | 2017-05-06 |        17 | 🎯보너스추적
   753 | 2017-05-06 |        19 | ✨최약끝수
   753 | 2017-05-06 |        41 | 🔄휴식회귀
   752 | 2017-04-29 |         4 | 🔁이월수
   752 | 2017-04-29 |        16 | 🔁이월수
   752 | 2017-04-29 |        20 | 🔁이월수, ✨최약끝수
   752 | 2017-04-29 |        40 | ✨최약끝수
   751 | 2017-04-22 |        20 | 🚀미출현폭탄, ✨최약끝수
   750 | 2017-04-15 |         2 | 🔄휴식회귀
   750 | 2017-04-15 |        24 | 🔁이월수
   750 | 2017-04-15 |        36 | ✨최약끝수
   748 | 2017-04-01 |        10 | 🎯보너스추적
   748 | 2017-04-01 |        13 | 🔄휴식회귀
   748 | 2017-04-01 |        31 | 🚀미출현폭탄
   747 | 2017-03-25 |         9 | ✨최약끝수
   747 | 2017-03-25 |        12 | 🔁이월수
   746 | 2017-03-18 |         3 | 🔁이월수
   746 | 2017-03-18 |        12 | 🔁이월수
   745 | 2017-03-11 |         9 | ✨최약끝수
   745 | 2017-03-11 |        12 | 🚀미출현폭탄
   744 | 2017-03-04 |        10 | 🎯보너스추적
   744 | 2017-03-04 |        15 | 🔁이월수
   744 | 2017-03-04 |        21 | 🔁이월수
   744 | 2017-03-04 |        34 | 🔁이월수
   744 | 2017-03-04 |        41 | 🔁이월수
   743 | 2017-02-25 |        19 | ✨최약끝수
   743 | 2017-02-25 |        41 | 🔄휴식회귀
   742 | 2017-02-18 |        10 | 🔄휴식회귀
   741 | 2017-02-11 |        21 | 🔄휴식회귀
   740 | 2017-02-04 |         9 | 🚀미출현폭탄, ✨최약끝수
   740 | 2017-02-04 |        19 | ✨최약끝수
   739 | 2017-01-28 |        29 | ✨최약끝수
   739 | 2017-01-28 |        35 | 🔄휴식회귀
   738 | 2017-01-21 |        27 | 🔁이월수
   738 | 2017-01-21 |        43 | 🔄휴식회귀
   737 | 2017-01-14 |        18 | 🎯보너스추적, 🔁이월수
   737 | 2017-01-14 |        27 | 🔁이월수
   736 | 2017-01-07 |        18 | 🎯보너스추적, ✨최약끝수
   736 | 2017-01-07 |        21 | 🔄휴식회귀
   736 | 2017-01-07 |        27 | 🔁이월수
   735 | 2016-12-31 |        13 | 🎯보너스추적
   735 | 2016-12-31 |        37 | 🔁이월수
   735 | 2016-12-31 |        41 | 🔁이월수
   734 | 2016-12-24 |        38 | 🚀미출현폭탄, ✨최약끝수
   733 | 2016-12-17 |        24 | 🚀미출현폭탄
   733 | 2016-12-17 |        32 | 🔁이월수
   732 | 2016-12-10 |         2 | 🔁이월수
   731 | 2016-12-03 |         2 | 🔄휴식회귀
   731 | 2016-12-03 |        42 | 🚀미출현폭탄
   730 | 2016-11-26 |        18 | ✨최약끝수
   729 | 2016-11-19 |        26 | 🚀미출현폭탄, ✨최약끝수
   729 | 2016-11-19 |        36 | 🎯보너스추적, ✨최약끝수
   728 | 2016-11-12 |         6 | ✨최약끝수
   728 | 2016-11-12 |        10 | 🔁이월수
   728 | 2016-11-12 |        30 | 🔄휴식회귀
   727 | 2016-11-05 |         8 | ✨최약끝수
   727 | 2016-11-05 |        21 | 🔁이월수
   726 | 2016-10-29 |        21 | 🔁이월수
   725 | 2016-10-22 |         6 | ✨최약끝수
   725 | 2016-10-22 |        19 | 🔄휴식회귀
   725 | 2016-10-22 |        41 | 🔁이월수
   724 | 2016-10-15 |         2 | 🔄휴식회귀
   724 | 2016-10-15 |        33 | 🔁이월수
   724 | 2016-10-15 |        35 | 🔁이월수
   723 | 2016-10-08 |        30 | 🔁이월수
   723 | 2016-10-08 |        33 | 🔄휴식회귀
   723 | 2016-10-08 |        36 | ✨최약끝수
   722 | 2016-10-01 |        14 | 🚀미출현폭탄
   722 | 2016-10-01 |        21 | 🚀미출현폭탄
   722 | 2016-10-01 |        43 | 🔁이월수
   721 | 2016-09-24 |         1 | 🔁이월수
   721 | 2016-09-24 |        41 | 🎯보너스추적
   720 | 2016-09-17 |        37 | ✨최약끝수
   719 | 2016-09-10 |         4 | 🔁이월수
   719 | 2016-09-10 |        20 | 🔁이월수
   719 | 2016-09-10 |        43 | 🚀미출현폭탄
   718 | 2016-09-03 |         4 | 🔄휴식회귀
   718 | 2016-09-03 |        11 | 🔁이월수
   718 | 2016-09-03 |        32 | 🔁이월수
   717 | 2016-08-27 |         2 | 🔁이월수
   717 | 2016-08-27 |        32 | 🚀미출현폭탄
   716 | 2016-08-20 |         2 | 🔁이월수, ✨최약끝수
   716 | 2016-08-20 |        16 | 🔄휴식회귀
   715 | 2016-08-13 |         7 | 🔁이월수, ✨최약끝수
   715 | 2016-08-13 |        27 | 🚀미출현폭탄, ✨최약끝수
   715 | 2016-08-13 |        33 | 🔁이월수
   715 | 2016-08-13 |        44 | 🎯보너스추적
   714 | 2016-08-06 |         7 | ✨최약끝수
   714 | 2016-08-06 |        37 | ✨최약끝수
   714 | 2016-08-06 |        40 | 🚀미출현폭탄
   713 | 2016-07-30 |        19 | 🎯보너스추적
   712 | 2016-07-23 |        17 | ✨최약끝수
   712 | 2016-07-23 |        45 | 🔁이월수
   711 | 2016-07-16 |        11 | 🔄휴식회귀
   711 | 2016-07-16 |        24 | 🔁이월수
   711 | 2016-07-16 |        37 | ✨최약끝수
   710 | 2016-07-09 |         9 | 🚀미출현폭탄
   710 | 2016-07-09 |        33 | 🔄휴식회귀
   709 | 2016-07-02 |        10 | 🔁이월수
   708 | 2016-06-25 |         2 | 🔁이월수
   708 | 2016-06-25 |        10 | ✨최약끝수
   708 | 2016-06-25 |        19 | 🔁이월수
   708 | 2016-06-25 |        34 | 🔄휴식회귀
   707 | 2016-06-18 |        12 | 🚀미출현폭탄
   707 | 2016-06-18 |        19 | ✨최약끝수
   707 | 2016-06-18 |        39 | ✨최약끝수
   706 | 2016-06-11 |         6 | 🔁이월수
   706 | 2016-06-11 |        10 | ✨최약끝수
   706 | 2016-06-11 |        28 | 🔁이월수
   706 | 2016-06-11 |        30 | ✨최약끝수
   705 | 2016-06-04 |         1 | 🔁이월수
   705 | 2016-06-04 |        45 | 🎯보너스추적
   704 | 2016-05-28 |        33 | 🔁이월수
   703 | 2016-05-21 |        31 | 🚀미출현폭탄
   703 | 2016-05-21 |        33 | 🔄휴식회귀
   703 | 2016-05-21 |        41 | 🚀미출현폭탄
   702 | 2016-05-14 |         3 | 🎯보너스추적, 🔁이월수
   702 | 2016-05-14 |        13 | 🎯보너스추적
   702 | 2016-05-14 |        16 | 🔁이월수
   702 | 2016-05-14 |        29 | ✨최약끝수
   701 | 2016-05-07 |         3 | 🎯보너스추적
   701 | 2016-05-07 |        10 | ✨최약끝수
   701 | 2016-05-07 |        38 | 🔄휴식회귀
   700 | 2016-04-30 |        29 | 🔁이월수
   700 | 2016-04-30 |        30 | ✨최약끝수
   699 | 2016-04-23 |        21 | 🎯보너스추적, 🔁이월수
   698 | 2016-04-16 |        11 | 🔁이월수
   698 | 2016-04-16 |        21 | 🎯보너스추적
   698 | 2016-04-16 |        33 | 🔁이월수
   697 | 2016-04-09 |         2 | 🚀미출현폭탄
   697 | 2016-04-09 |        39 | ✨최약끝수
   696 | 2016-04-02 |        16 | 🚀미출현폭탄
   696 | 2016-04-02 |        18 | 🔁이월수
   696 | 2016-04-02 |        34 | 🔁이월수
   696 | 2016-04-02 |        38 | 🔁이월수
   695 | 2016-03-26 |        33 | 🔁이월수
   694 | 2016-03-19 |         7 | 🔄휴식회귀
   694 | 2016-03-19 |        20 | ✨최약끝수
   693 | 2016-03-12 |         1 | 🔄휴식회귀
   693 | 2016-03-12 |         6 | ✨최약끝수
   693 | 2016-03-12 |        11 | 🔁이월수
   692 | 2016-03-05 |        15 | 🔁이월수
   692 | 2016-03-05 |        36 | ✨최약끝수
   691 | 2016-02-27 |        27 | 🔄휴식회귀
   691 | 2016-02-27 |        33 | 🔁이월수
   691 | 2016-02-27 |        43 | 🎯보너스추적
   690 | 2016-02-20 |        34 | 🎯보너스추적
   690 | 2016-02-20 |        38 | 🔁이월수
   689 | 2016-02-13 |        17 | 🔄휴식회귀
   689 | 2016-02-13 |        30 | 🚀미출현폭탄
   689 | 2016-02-13 |        36 | ✨최약끝수
   688 | 2016-02-06 |        22 | 🚀미출현폭탄
   687 | 2016-01-30 |         8 | 🔄휴식회귀
   687 | 2016-01-30 |        10 | 🔄휴식회귀
   687 | 2016-01-30 |        13 | 🎯보너스추적
   686 | 2016-01-23 |         7 | 🔁이월수
   686 | 2016-01-23 |        12 | 🔁이월수
   686 | 2016-01-23 |        15 | 🎯보너스추적
   685 | 2016-01-16 |         7 | 🔄휴식회귀
   685 | 2016-01-16 |        40 | 🎯보너스추적, ✨최약끝수
   684 | 2016-01-09 |        11 | 🔄휴식회귀
   684 | 2016-01-09 |        15 | 🎯보너스추적
   683 | 2016-01-02 |        20 | ✨최약끝수
   683 | 2016-01-02 |        27 | 🔁이월수
   683 | 2016-01-02 |        40 | ✨최약끝수
   682 | 2015-12-26 |        23 | 🚀미출현폭탄
   682 | 2015-12-26 |        27 | 🔁이월수
   682 | 2015-12-26 |        35 | 🎯보너스추적
   682 | 2015-12-26 |        43 | 🔁이월수
   681 | 2015-12-19 |        29 | 🔁이월수
   681 | 2015-12-19 |        43 | ✨최약끝수
   680 | 2015-12-12 |        10 | 🔄휴식회귀, ✨최약끝수
   680 | 2015-12-12 |        42 | 🎯보너스추적
   679 | 2015-12-05 |         5 | 🔁이월수
   679 | 2015-12-05 |         7 | 🔄휴식회귀
   678 | 2015-11-28 |        12 | 🔁이월수
   677 | 2015-11-21 |        36 | ✨최약끝수
   676 | 2015-11-14 |         1 | 🔁이월수
   676 | 2015-11-14 |         8 | 🔁이월수
   676 | 2015-11-14 |        34 | 🚀미출현폭탄
   676 | 2015-11-14 |        45 | 🔁이월수
   675 | 2015-11-07 |         1 | 🚀미출현폭탄
   675 | 2015-11-07 |        11 | 🎯보너스추적, 🔄휴식회귀
   674 | 2015-10-31 |        10 | 🔁이월수
   672 | 2015-10-17 |        31 | 🔁이월수
   671 | 2015-10-10 |         9 | 🎯보너스추적
   671 | 2015-10-10 |        10 | ✨최약끝수
   670 | 2015-10-03 |        40 | ✨최약끝수
   669 | 2015-09-26 |         7 | 🔄휴식회귀
   669 | 2015-09-26 |        20 | ✨최약끝수
   668 | 2015-09-19 |        15 | 🔁이월수
   668 | 2015-09-19 |        24 | 🚀미출현폭탄
   667 | 2015-09-12 |        15 | ✨최약끝수
   667 | 2015-09-12 |        17 | 🔁이월수
   667 | 2015-09-12 |        25 | ✨최약끝수
   666 | 2015-09-05 |         6 | 🔁이월수
   666 | 2015-09-05 |        11 | 🔁이월수
   666 | 2015-09-05 |        17 | 🔁이월수
   665 | 2015-08-29 |         5 | 🎯보너스추적, ✨최약끝수
   665 | 2015-08-29 |        17 | 🚀미출현폭탄
   665 | 2015-08-29 |        44 | 🔁이월수
   664 | 2015-08-22 |        10 | ✨최약끝수
   664 | 2015-08-22 |        20 | 🎯보너스추적, ✨최약끝수
   664 | 2015-08-22 |        41 | 🔄휴식회귀
   663 | 2015-08-15 |         5 | 🔁이월수
   662 | 2015-08-08 |         5 | ✨최약끝수
   662 | 2015-08-08 |        15 | ✨최약끝수
   661 | 2015-08-01 |         2 | ✨최약끝수
   661 | 2015-08-01 |         3 | 🔄휴식회귀
   661 | 2015-08-01 |        12 | ✨최약끝수
   661 | 2015-08-01 |        20 | 🚀미출현폭탄
   660 | 2015-07-25 |        23 | 🎯보너스추적
   659 | 2015-07-18 |        19 | 🔁이월수
   658 | 2015-07-11 |        19 | 🔁이월수
   657 | 2015-07-04 |        10 | 🚀미출현폭탄, ✨최약끝수
   657 | 2015-07-04 |        14 | 🔁이월수
   657 | 2015-07-04 |        39 | 🎯보너스추적
   657 | 2015-07-04 |        40 | 🔁이월수, ✨최약끝수
   656 | 2015-06-27 |         7 | 🔁이월수
   656 | 2015-06-27 |        40 | 🔁이월수, ✨최약끝수
   655 | 2015-06-20 |        40 | ✨최약끝수
   654 | 2015-06-13 |        21 | 🔄휴식회귀
   654 | 2015-06-13 |        26 | 🔁이월수
   652 | 2015-05-30 |        15 | 🔄휴식회귀
   652 | 2015-05-30 |        40 | ✨최약끝수
   652 | 2015-05-30 |        44 | 🔁이월수
   651 | 2015-05-23 |        11 | 🔁이월수
   650 | 2015-05-16 |         3 | 🔁이월수
   650 | 2015-05-16 |         4 | 🎯보너스추적
   650 | 2015-05-16 |        31 | 🔄휴식회귀
   650 | 2015-05-16 |        41 | 🔁이월수
   649 | 2015-05-09 |        42 | 🚀미출현폭탄
   647 | 2015-04-25 |        21 | 🔄휴식회귀
   647 | 2015-04-25 |        24 | 🔁이월수
   647 | 2015-04-25 |        30 | 🎯보너스추적, 🚀미출현폭탄, ✨최약끝수
   646 | 2015-04-18 |        41 | 🔁이월수
   645 | 2015-04-11 |        40 | ✨최약끝수
   644 | 2015-04-04 |         5 | 🚀미출현폭탄
   644 | 2015-04-04 |        13 | 🎯보너스추적
   643 | 2015-03-28 |        24 | 🔁이월수
   643 | 2015-03-28 |        31 | 🔄휴식회귀
   643 | 2015-03-28 |        32 | 🎯보너스추적
   643 | 2015-03-28 |        40 | ✨최약끝수
   642 | 2015-03-21 |        18 | 🔁이월수
   641 | 2015-03-14 |        18 | 🔁이월수
   641 | 2015-03-14 |        21 | 🔁이월수
   641 | 2015-03-14 |        36 | 🚀미출현폭탄
   640 | 2015-03-07 |        15 | 🔁이월수
   639 | 2015-02-28 |         6 | 🎯보너스추적
   639 | 2015-02-28 |        22 | 🔁이월수
   639 | 2015-02-28 |        23 | 🎯보너스추적
   638 | 2015-02-21 |        18 | ✨최약끝수
   638 | 2015-02-21 |        22 | 🔁이월수
   637 | 2015-02-14 |        16 | 🔁이월수
   637 | 2015-02-14 |        37 | 🚀미출현폭탄
   637 | 2015-02-14 |        38 | 🎯보너스추적, ✨최약끝수
   636 | 2015-02-07 |         7 | 🔄휴식회귀
   635 | 2015-01-31 |        11 | 🔁이월수
   635 | 2015-01-31 |        13 | 🎯보너스추적, 🔄휴식회귀
   635 | 2015-01-31 |        26 | ✨최약끝수
   635 | 2015-01-31 |        29 | 🚀미출현폭탄
   634 | 2015-01-24 |        12 | 🔁이월수
   634 | 2015-01-24 |        20 | 🔁이월수
   633 | 2015-01-17 |        20 | ✨최약끝수
   632 | 2015-01-10 |        15 | 🎯보너스추적
   631 | 2015-01-03 |         1 | 🎯보너스추적
   631 | 2015-01-03 |         4 | ✨최약끝수
   631 | 2015-01-03 |        31 | 🔁이월수
   631 | 2015-01-03 |        34 | ✨최약끝수
   630 | 2014-12-27 |         8 | 🔄휴식회귀
   630 | 2014-12-27 |        24 | ✨최약끝수
   630 | 2014-12-27 |        31 | 🔁이월수
   629 | 2014-12-20 |        38 | 🚀미출현폭탄
   629 | 2014-12-20 |        44 | ✨최약끝수
   628 | 2014-12-13 |         1 | ✨최약끝수
   628 | 2014-12-13 |        12 | 🎯보너스추적
   628 | 2014-12-13 |        15 | 🎯보너스추적
   627 | 2014-12-06 |         2 | ✨최약끝수
   627 | 2014-12-06 |        22 | ✨최약끝수
   627 | 2014-12-06 |        31 | 🚀미출현폭탄
   626 | 2014-11-29 |        13 | 🎯보너스추적
   625 | 2014-11-22 |         3 | 🚀미출현폭탄
   625 | 2014-11-22 |         7 | 🔁이월수
   624 | 2014-11-15 |         1 | ✨최약끝수
   624 | 2014-11-15 |         7 | 🔁이월수
   624 | 2014-11-15 |        26 | 🚀미출현폭탄
   623 | 2014-11-08 |        41 | ✨최약끝수
   622 | 2014-11-01 |         9 | 🎯보너스추적
   622 | 2014-11-01 |        15 | 🚀미출현폭탄
   622 | 2014-11-01 |        16 | 🔁이월수
   622 | 2014-11-01 |        21 | 🎯보너스추적, ✨최약끝수
   621 | 2014-10-25 |         1 | ✨최약끝수
   621 | 2014-10-25 |         2 | 🔁이월수
   621 | 2014-10-25 |        16 | 🔁이월수
   621 | 2014-10-25 |        19 | 🔄휴식회귀
   620 | 2014-10-18 |         2 | 🔄휴식회귀
   620 | 2014-10-18 |        32 | 🚀미출현폭탄
   619 | 2014-10-11 |         8 | 🔁이월수
   619 | 2014-10-11 |        30 | 🔁이월수, ✨최약끝수
   619 | 2014-10-11 |        40 | ✨최약끝수
   618 | 2014-10-04 |        30 | ✨최약끝수
   617 | 2014-09-27 |         5 | 🔁이월수
   617 | 2014-09-27 |        11 | ✨최약끝수
   616 | 2014-09-20 |        18 | 🎯보너스추적, 🔁이월수
   616 | 2014-09-20 |        23 | 🔁이월수
   616 | 2014-09-20 |        40 | 🎯보너스추적, ✨최약끝수
   615 | 2014-09-13 |        10 | ✨최약끝수
   615 | 2014-09-13 |        18 | 🎯보너스추적
   614 | 2014-09-06 |         8 | 🔁이월수
   614 | 2014-09-06 |        40 | 🎯보너스추적, ✨최약끝수
   614 | 2014-09-06 |        44 | 🔁이월수
   613 | 2014-08-30 |        11 | ✨최약끝수
   613 | 2014-08-30 |        41 | 🚀미출현폭탄, ✨최약끝수
   612 | 2014-08-23 |        33 | 🎯보너스추적, 🔁이월수
   611 | 2014-08-16 |         2 | 🔄휴식회귀
   611 | 2014-08-16 |        33 | 🎯보너스추적
   611 | 2014-08-16 |        36 | 🔁이월수
   609 | 2014-08-02 |         4 | 🔁이월수
   609 | 2014-08-02 |         8 | 🔁이월수
   609 | 2014-08-02 |        39 | 🔁이월수
   608 | 2014-07-26 |         8 | 🔁이월수
   608 | 2014-07-26 |        39 | 🔁이월수
   607 | 2014-07-19 |         8 | 🔄휴식회귀
   607 | 2014-07-19 |        14 | 🔁이월수
   607 | 2014-07-19 |        39 | 🔁이월수
   606 | 2014-07-12 |         1 | 🔁이월수
   606 | 2014-07-12 |         6 | ✨최약끝수
   605 | 2014-07-05 |         1 | 🚀미출현폭탄
   605 | 2014-07-05 |         2 | 🎯보너스추적, 🔁이월수
   605 | 2014-07-05 |        10 | ✨최약끝수
   604 | 2014-06-28 |         2 | 🎯보너스추적, 🔁이월수
   604 | 2014-06-28 |         6 | ✨최약끝수
   603 | 2014-06-21 |         2 | 🎯보너스추적
   603 | 2014-06-21 |        26 | 🚀미출현폭탄, ✨최약끝수
   603 | 2014-06-21 |        27 | 🔁이월수
   602 | 2014-06-14 |        13 | 🔄휴식회귀
   602 | 2014-06-14 |        27 | 🎯보너스추적
   601 | 2014-06-07 |         2 | 🔄휴식회귀
   601 | 2014-06-07 |        16 | ✨최약끝수
   601 | 2014-06-07 |        19 | 🚀미출현폭탄
   600 | 2014-05-31 |         5 | 🔁이월수
   600 | 2014-05-31 |        27 | 🎯보너스추적
   600 | 2014-05-31 |        29 | 🔁이월수
   600 | 2014-05-31 |        36 | ✨최약끝수
   599 | 2014-05-24 |        12 | 🔁이월수
   599 | 2014-05-24 |        17 | 🎯보너스추적
   598 | 2014-05-17 |        24 | 🔁이월수
   597 | 2014-05-10 |        23 | 🚀미출현폭탄
   597 | 2014-05-10 |        43 | 🔁이월수
   596 | 2014-05-03 |         3 | 🎯보너스추적
   596 | 2014-05-03 |         4 | 🚀미출현폭탄
   596 | 2014-05-03 |        14 | 🔄휴식회귀
   595 | 2014-04-26 |         8 | 🔁이월수
   595 | 2014-04-26 |        28 | 🎯보너스추적, 🔁이월수
   594 | 2014-04-19 |        13 | 🔁이월수
   594 | 2014-04-19 |        28 | 🎯보너스추적
   593 | 2014-04-12 |         9 | ✨최약끝수
   593 | 2014-04-12 |        13 | 🔁이월수
   593 | 2014-04-12 |        24 | 🚀미출현폭탄
   592 | 2014-04-05 |         5 | 🎯보너스추적, 🔄휴식회귀
   592 | 2014-04-05 |         6 | ✨최약끝수
   592 | 2014-04-05 |        13 | 🔁이월수
   591 | 2014-03-29 |        30 | 🎯보너스추적, 🔁이월수
   591 | 2014-03-29 |        38 | 🔁이월수
   591 | 2014-03-29 |        39 | ✨최약끝수
   590 | 2014-03-22 |        20 | 🔄휴식회귀
   590 | 2014-03-22 |        30 | 🎯보너스추적
   590 | 2014-03-22 |        36 | 🚀미출현폭탄
   590 | 2014-03-22 |        38 | 🔁이월수
   589 | 2014-03-15 |         8 | 🔁이월수
   589 | 2014-03-15 |        28 | 🚀미출현폭탄
   589 | 2014-03-15 |        33 | 🔄휴식회귀
   589 | 2014-03-15 |        39 | ✨최약끝수
   587 | 2014-03-01 |        21 | 🔁이월수
   587 | 2014-03-01 |        29 | ✨최약끝수
   586 | 2014-02-22 |         7 | 🔁이월수
   585 | 2014-02-15 |         7 | 🔁이월수
   585 | 2014-02-15 |        41 | 🔁이월수
   584 | 2014-02-08 |        39 | 🚀미출현폭탄, ✨최약끝수
   584 | 2014-02-08 |        40 | 🔁이월수
   583 | 2014-02-01 |        33 | 🎯보너스추적, 🔁이월수
   583 | 2014-02-01 |        40 | 🔁이월수
   582 | 2014-01-25 |        14 | 🔁이월수
   582 | 2014-01-25 |        33 | 🎯보너스추적
   581 | 2014-01-18 |         5 | 🔁이월수
   580 | 2014-01-11 |         5 | 🔁이월수
   580 | 2014-01-11 |         7 | 🔁이월수
   580 | 2014-01-11 |         9 | 🚀미출현폭탄, ✨최약끝수
   579 | 2014-01-04 |         5 | 🔁이월수
   579 | 2014-01-04 |        42 | 🔁이월수
   578 | 2013-12-28 |        34 | 🔁이월수
   577 | 2013-12-21 |        22 | 🚀미출현폭탄
   575 | 2013-12-07 |         2 | 🎯보너스추적
   575 | 2013-12-07 |         8 | 🚀미출현폭탄
   574 | 2013-11-30 |        14 | 🎯보너스추적
   574 | 2013-11-30 |        19 | ✨최약끝수
   574 | 2013-11-30 |        43 | 🔁이월수
   573 | 2013-11-23 |         4 | 🔄휴식회귀
   573 | 2013-11-23 |        20 | 🔄휴식회귀
   572 | 2013-11-16 |        18 | 🔁이월수
   571 | 2013-11-09 |        18 | ✨최약끝수
   571 | 2013-11-09 |        26 | 🔁이월수
   571 | 2013-11-09 |        38 | ✨최약끝수
   570 | 2013-11-02 |         1 | 🎯보너스추적
   569 | 2013-10-26 |         3 | 🔁이월수
   568 | 2013-10-19 |         1 | 🔁이월수
   568 | 2013-10-19 |        17 | 🔄휴식회귀
   568 | 2013-10-19 |        20 | 🔄휴식회귀
   567 | 2013-10-12 |         1 | 🔄휴식회귀
   567 | 2013-10-12 |        41 | 🎯보너스추적
   566 | 2013-10-05 |         4 | 🔁이월수
   565 | 2013-09-28 |        18 | ✨최약끝수
   565 | 2013-09-28 |        27 | 🔁이월수
   563 | 2013-09-14 |        16 | 🚀미출현폭탄
   563 | 2013-09-14 |        17 | 🔁이월수
   563 | 2013-09-14 |        31 | 🔁이월수
   562 | 2013-09-07 |        17 | 🔄휴식회귀
   562 | 2013-09-07 |        20 | 🎯보너스추적
   561 | 2013-08-31 |        45 | 🔁이월수
   560 | 2013-08-24 |        23 | 🎯보너스추적
   560 | 2013-08-24 |        29 | 🎯보너스추적, ✨최약끝수
   560 | 2013-08-24 |        45 | 🔁이월수
   559 | 2013-08-17 |        12 | 🔁이월수
   559 | 2013-08-17 |        32 | 🔄휴식회귀
   558 | 2013-08-10 |        12 | 🎯보너스추적
   558 | 2013-08-10 |        19 | ✨최약끝수
   558 | 2013-08-10 |        26 | 🔁이월수
   558 | 2013-08-10 |        40 | 🔁이월수
   558 | 2013-08-10 |        43 | 🎯보너스추적
   557 | 2013-08-03 |        20 | 🔁이월수
   557 | 2013-08-03 |        28 | 🔁이월수
   556 | 2013-07-27 |        12 | 🎯보너스추적
   555 | 2013-07-20 |        17 | 🔁이월수
   554 | 2013-07-13 |        13 | 🔄휴식회귀
   554 | 2013-07-13 |        17 | 🔁이월수
   553 | 2013-07-06 |         2 | 🚀미출현폭탄
   553 | 2013-07-06 |        29 | ✨최약끝수
   553 | 2013-07-06 |        39 | ✨최약끝수
   552 | 2013-06-29 |        10 | ✨최약끝수
   552 | 2013-06-29 |        20 | 🔁이월수, ✨최약끝수
   552 | 2013-06-29 |        40 | ✨최약끝수
   551 | 2013-06-22 |        20 | 🔁이월수, ✨최약끝수
   550 | 2013-06-15 |        14 | 🎯보너스추적
   550 | 2013-06-15 |        20 | ✨최약끝수
   549 | 2013-06-08 |        31 | 🔄휴식회귀
   549 | 2013-06-08 |        40 | 🚀미출현폭탄, ✨최약끝수
   547 | 2013-05-25 |         6 | 🎯보너스추적
   546 | 2013-05-18 |        20 | ✨최약끝수
   546 | 2013-05-18 |        27 | 🔁이월수
   545 | 2013-05-11 |         4 | 🚀미출현폭탄
   545 | 2013-05-11 |        25 | 🔁이월수
   545 | 2013-05-11 |        34 | 🎯보너스추적
   544 | 2013-05-04 |        17 | 🔄휴식회귀
   544 | 2013-05-04 |        44 | 🔁이월수
   543 | 2013-04-27 |        18 | 🔄휴식회귀
   543 | 2013-04-27 |        26 | 🔁이월수
   543 | 2013-04-27 |        34 | 🎯보너스추적
   542 | 2013-04-20 |        26 | 🎯보너스추적, 🔁이월수
   541 | 2013-04-13 |        13 | 🔁이월수
   541 | 2013-04-13 |        26 | 🎯보너스추적
   541 | 2013-04-13 |        28 | 🚀미출현폭탄
   541 | 2013-04-13 |        34 | 🔁이월수
   540 | 2013-04-06 |         3 | 🔁이월수
